"","S","I","R","t"
"825",25,122,352,17.9364068844234
"826",24,123,352,17.9374404169186
"827",24,122,353,18.0671369368923
"828",24,121,354,18.0840599482531
"829",24,120,355,18.1372076469192
"830",24,119,356,18.1642250456594
"831",24,118,357,18.2147337615677
"832",24,117,358,18.2418583548238
"833",24,116,359,18.2536045285447
"834",24,115,360,18.2795375122417
"835",24,114,361,18.4525612266413
"836",24,113,362,18.4640046843615
"837",24,112,363,18.4814173029051
"838",24,111,364,18.5242595241233
"839",24,110,365,18.5581573604817
"840",24,109,366,18.6932833025187
"841",24,108,367,18.7132479460437
"842",24,107,368,18.7444484495621
"843",24,106,369,18.7601421966779
"844",24,105,370,18.7938529069862
"845",24,104,371,18.8765862376289
"846",24,103,372,18.8859507142082
"847",24,102,373,18.9157593602492
"848",24,101,374,18.9369140198919
"849",24,100,375,18.9533975431944
"850",24,99,376,19.0856733183134
"851",24,98,377,19.1844132479363
"852",24,97,378,19.2177079108245
"853",24,96,379,19.3580851148208
"854",24,95,380,19.4319833441207
"855",24,94,381,19.4987494599409
"856",24,93,382,19.5191571673496
"857",24,92,383,19.569941193202
"858",24,91,384,19.6022772899793
"859",24,90,385,19.698102626642
"860",24,89,386,19.744894248486
"861",24,88,387,19.7567577603578
"862",24,87,388,19.7836002753629
"863",24,86,389,19.8102560666192
"864",24,85,390,20.2914787438969
"865",23,86,390,20.2986645839001
"866",23,85,391,20.3356739041289
"867",23,84,392,20.5682273555677
"868",23,83,393,20.5933494881113
"869",23,82,394,20.652834906025
"870",23,81,395,20.7419253861798
"871",23,80,396,20.8192031963608
"872",22,81,396,20.8279075637454
"873",21,82,396,20.8421460761656
"874",21,81,397,21.2132793616799
"875",21,80,398,21.2620327595282
"876",21,79,399,21.5354830506061
"877",21,78,400,21.6201119398031
"878",21,77,401,21.7174449579482
"879",21,76,402,21.7865659236162
"880",21,75,403,21.8071749412429
"881",21,74,404,21.8437847215103
"882",21,73,405,21.8808883940691
"883",20,74,405,21.8962378473096
"884",20,73,406,21.9526699312939
"885",20,72,407,21.9659388032462
"886",20,71,408,22.0563625161447
"887",19,72,408,22.0615499794688
"888",19,71,409,22.1505042719042
"889",19,70,410,22.1650044008418
"890",19,69,411,22.2799427981313
"891",18,70,411,22.2934918622287
"892",18,69,412,22.4724663758034
"893",18,68,413,22.5367091072242
"894",18,67,414,22.6485470704795
"895",18,66,415,22.7179442506468
"896",18,65,416,22.9286822487709
"897",18,64,417,22.9476181766188
"898",18,63,418,23.2627234189218
"899",18,62,419,23.3012265850704
"900",18,61,420,23.3238469211638
"901",18,60,421,23.4037700926509
"902",18,59,422,23.4472992295
"903",18,58,423,23.5018887004209
"904",18,57,424,23.6743766747446
"905",18,56,425,23.8478148576792
"906",18,55,426,23.9792851327873
"907",18,54,427,24.0647231836223
"908",18,53,428,24.2007348688857
"909",18,52,429,24.5521041102644
"910",18,51,430,24.5803859684677
"911",18,50,431,24.8380248527472
"912",18,49,432,24.8613288772031
"913",18,48,433,24.9140465097867
"914",18,47,434,24.9756907812003
"915",18,46,435,25.0582297094907
"916",18,45,436,25.0800938732437
"917",18,44,437,25.1114370269227
"918",18,43,438,25.1927845196533
"919",18,42,439,25.2954912973584
"920",18,41,440,25.3455040902483
"921",18,40,441,25.3824848764156
"922",17,41,441,25.4064385920674
"923",17,40,442,25.6549048081996
"924",17,39,443,25.9049604321023
"925",17,38,444,26.4616090662481
"926",17,37,445,26.5809124654004
"927",17,36,446,26.5813894226701
"928",17,35,447,26.7674620300256
"929",17,34,448,26.8703109368231
"930",17,33,449,26.9514262524543
"931",17,32,450,27.3974313774409
"932",17,31,451,27.698549372766
"933",17,30,452,27.8905500685668
"934",17,29,453,28.1245978900156
"935",17,28,454,28.2025421423875
"936",17,27,455,28.2740226878322
"937",17,26,456,28.7531851209283
"938",17,25,457,28.7948471593815
"939",17,24,458,28.9033911539742
"940",17,23,459,29.1426367493617
"941",17,22,460,29.6348789452343
"942",17,21,461,29.7387798922509
"943",17,20,462,30.4614403032883
"944",17,19,463,30.8250436850017
"945",17,18,464,31.5284080591505
"946",17,17,465,31.988592320565
"947",17,16,466,32.0736267997192
"948",17,15,467,32.1484936654304
"949",17,14,468,32.8204037807034
"950",17,13,469,33.2870699580863
"951",17,12,470,33.7536928521992
"952",17,11,471,34.5079554640232
"953",17,10,472,34.5457958279277
"954",17,9,473,34.7728507285832
"955",17,8,474,34.9726690269428
"956",17,7,475,35.2729492885908
"957",17,6,476,35.4217420541605
"958",17,5,477,38.0629025716929
"959",17,4,478,40.9414064520037
"960",17,3,479,47.342520551989
"961",17,2,480,47.8138743369545
"962",17,1,481,47.8977167750876
"963",17,0,482,59.5349459302888
