"","id","infectionTimes","recoveryTimes","id2"
"1",1,2.36549216516069,4.1921047095276,500
"2",2,.5,56.9953851549331,NA
"3",3,3.81095467668578,9.3569780390603,1
"4",4,1.60782408850745,1.9917946641335,2
"5",5,3.8212277804585,9.838852903515,3
"6",6,4.21698431665177,6.2816288898602,5
"7",7,4.33623878567964,7.2461831838758,5
"8",8,4.31233347801857,4.65629064681097,6
"9",9,4.67166699277389,5.15165593619188,7
"10",10,25.6257158965329,32.3363296487142,12
"11",11,25.6262872177519,27.2366821468187,10
"12",12,25.6181932933926,26.9156445026172,14
"13",13,25.6240544403232,32.4496407865942,14
"14",14,24.9784010942631,27.8839209354562,15
"15",15,23.9044252757309,26.7420264811137,17
"16",16,23.9141731289776,25.0616973213398,17
"17",17,23.8813526796248,31.0983577132218,53
"18",18,23.9264953785341,25.5646458825651,16
"19",19,24.1340539110334,27.8404170917793,17
"20",20,24.1265711124314,30.662877403468,18
"21",21,24.1423846615734,24.4617943089608,19
"22",22,24.1553112056686,29.8478291585029,20
"23",23,24.1498920008535,24.2867937228779,21
"24",24,24.3352980903129,24.6085581423642,22
"25",25,24.1654566665516,24.9342661990769,23
"26",26,24.3408676330732,28.5563669639729,24
"27",27,24.3700562594352,26.3498695605862,25
"28",28,24.3770260528868,25.103142623007,27
"29",29,25.2162680541258,26.5291027721988,30
"30",30,24.8462382869101,28.5928857022527,28
"31",31,23.596187179252,31.5627191297492,32
"32",32,23.5870880925842,24.0899445800458,34
"33",33,23.8992520620707,27.0811222205496,31
"34",34,23.3066857523144,32.8643022852039,36
"35",35,22.6645697213948,32.2895976912205,37
"36",36,22.7457607846736,24.7409043021752,37
"37",37,22.4691881249872,24.50077475125,39
"38",38,21.4969739104782,32.6272159193384,39
"39",39,21.4001367208792,34.561865729633,41
"40",40,21.3816049143579,22.6194576398882,41
"41",41,21.2737098262345,32.4884987185699,42
"42",42,20.5453722797922,34.0377020754456,44
"43",43,20.2881899889264,37.3474057370447,105
"44",44,20.4366199770771,35.7114988468676,43
"45",45,20.5940954717837,40.8687841389467,44
"46",46,20.6357029367966,39.5200059265826,44
"47",47,21.1158042227853,40.3734367742539,45
"48",48,21.0704602511489,23.3638779518635,46
"49",49,21.439200278008,30.5124154036447,47
"50",50,21.4814671012282,21.8497931301479,48
"51",51,22.6645301417837,23.2811181186551,49
"52",52,22.7355322116517,29.7259357063028,51
"53",53,23.4245390256435,31.4752206391721,52
"54",54,23.7431632140997,26.1669629853036,52
"55",55,24.3096065880119,25.205035030743,54
"56",56,24.3295852221283,39.8559567069356,54
"57",57,24.3612912225185,24.8389528728703,55
"58",58,24.6262425711968,25.8055491119609,57
"59",59,25.8342758948658,26.2642138635759,60
"60",60,25.5876829482392,28.8905749694018,58
"61",61,25.5990077224276,26.457109113817,60
"62",62,25.6576028270885,28.4856575960746,61
"63",63,25.8364038273749,31.5184733770432,62
"64",64,25.7089331790814,31.7457512583602,62
"65",65,26.2323046047162,30.0420975128447,64
"66",66,26.9203677032389,27.4004984945942,65
"67",67,27.266210113305,30.2738434520069,65
"68",68,27.8858717963229,32.7634235133406,67
"69",69,27.4889402138254,30.1143286904265,67
"70",70,27.6009553418694,34.8991681244768,69
"71",71,27.4954881221145,29.6870572252867,69
"72",72,27.890815796053,37.8296152167725,73
"73",73,27.5951555731884,34.4949167507737,71
"74",74,27.7157691470012,29.1625547712707,73
"75",75,27.6706329751172,30.2347131958168,73
"76",76,28.0978088601568,28.6981904479413,75
"77",77,28.7858068962731,31.1862647612465,75
"78",78,29.7320363765467,30.8030129557138,79
"79",79,29.3679643147456,32.6953108508243,77
"80",80,29.983551582195,30.5554439676198,79
"81",81,30.0531626789671,31.6841649198948,82
"82",82,29.9877495727378,31.0401282805864,80
"83",83,24.70516697376,24.9749254781479,85
"84",84,24.8668596864036,25.3077481861891,83
"85",85,24.6847156550339,29.3248219936912,87
"86",86,24.1162408403204,25.7502615424023,88
"87",87,23.5810200811955,28.7399620575371,88
"88",88,23.3019540851811,32.3643054799457,89
"89",89,22.9943880069946,25.8691453919332,91
"90",90,24.6581308514319,25.4042234455528,92
"91",91,22.6518240727636,23.7128009065544,92
"92",92,22.5370620218996,36.5037473149088,94
"93",93,22.3685534643228,23.547595761186,95
"94",94,22.4037743065361,34.2585690957343,93
"95",95,22.3470086881312,23.8272242903888,97
"96",96,21.3756251734496,22.1644561179282,98
"97",97,22.2794814320237,26.6864584636222,98
"98",98,20.9964926819862,22.7185555065026,99
"99",99,19.8752769967466,21.2542305996535,101
"100",100,19.959313963104,23.4131116474032,102
"101",101,19.8536117155489,34.3372030320521,102
"102",102,19.7047420928831,41.3327041853932,268
"103",103,20.0864245615429,35.798080155589,101
"104",104,20.0531660345505,22.4652738482341,102
"105",105,20.125361208244,20.9290713574795,103
"106",106,22.2026980170921,30.1530522101395,104
"107",107,18.6843135581815,20.2414175290519,255
"108",108,22.5120762676871,22.8698199936282,106
"109",109,NA,NA,NA
"110",110,NA,NA,NA
"111",111,NA,NA,NA
"112",112,NA,NA,NA
"113",113,NA,NA,NA
"114",114,NA,NA,NA
"115",115,NA,NA,NA
"116",116,NA,NA,NA
"117",117,NA,NA,NA
"118",118,NA,NA,NA
"119",119,NA,NA,NA
"120",120,NA,NA,NA
"121",121,NA,NA,NA
"122",122,NA,NA,NA
"123",123,NA,NA,NA
"124",124,NA,NA,NA
"125",125,NA,NA,NA
"126",126,NA,NA,NA
"127",127,NA,NA,NA
"128",128,NA,NA,NA
"129",129,2.44640697665793,2.90553970332602,130
"130",130,2.36406815642069,3.68805687484834,131
"131",131,2.30286314755458,48.4972388928557,133
"132",132,2.570268859399,3.44818510482919,131
"133",133,2.25659348023797,45.0751879651742,135
"134",134,2.67703563841088,42.411915427615,132
"135",135,0.734155877432423,57.8607592273729,2
"136",136,1.28436212688853,55.892715716831,135
"137",137,1.5780278513451,42.6986886959458,135
"138",138,2.17544049820984,43.2667599501015,136
"139",139,4.29426272964035,6.60265124434371,137
"140",140,3.80338619784385,9.7408391173942,138
"141",141,4.50288842018731,4.82080964687138,140
"142",142,4.44068356257246,8.749789792506,140
"143",143,5.36259836679792,11.919792987804,142
"144",144,4.86971022779765,5.35557319289639,142
"145",145,6.45528315059573,6.95684325400024,143
"146",146,6.8284783605616,43.1841515877358,148
"147",147,6.67954497068318,9.63107904528991,145
"148",148,6.76353163044605,39.429316869445,147
"149",149,6.85490791079592,10.8052774327761,148
"150",150,7.37471829666792,9.25763526580525,149
"151",151,7.36837799189195,43.4716188945966,149
"152",152,12.6618678442847,43.7987450683541,153
"153",153,12.6122065276623,15.3716248647005,151
"154",154,13.075886934848,42.6469787707595,153
"155",155,13.0592985846876,14.3400600884896,153
"156",156,13.5027888997528,20.5371779712853,154
